Identification,UniqueID,Status,DateCaught,SeasonDay,Location,AbdomenWidth,AbdomenLength,PronotumLength,ElytralLength,Mass
AAS306,B930,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.2992,6.8874,2.5074,10.0511,0.0369
RAW270,B931,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1673,8.0188,2.5108,10.0629,0.0382
AAS305,B932,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.2133,8.1319,2.6271,9.9041,0.0422
SSP103,B933,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.9974,6.4713,2.2922,8.9386,0.0329
SSP104,B934,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.6662,5.9397,2.1636,8.7017,0.0258
SSP101,B935,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.0525,7.6504,2.4368,10.0043,0.0338
SSP105,B936,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.0146,6.6454,2.2809,9.5714,0.0308
SAT403,B937,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.9366,6.886,2.3581,10.1054,0.0248
SSP106,B938,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.709,6.013,2.215,8.7986,0.0227
AAS304,B939,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.3403,8.5749,2.8884,11.3054,0.044
AAS301,B940,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.8134,7.2456,2.8553,11.4384,0.0653
RAW260,B941,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1782,6.9915,2.5895,10.1596,0.0372
SAT407,B942,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.4759,6.4033,2.7958,10.5905,0.045
RAW271,B943,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.3561,5.991,2.4354,10.4437,0.0447
RAW267,B944,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.0935,6.2729,2.4627,9.4156,0.0314
SAT400,B945,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8808,5.8471,2.3344,8.943,0.0242
SSP107,B946,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.0085,5.9759,2.4149,9.7187,0.0408
SSP108,B947,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.0547,6.2694,2.5082,9.9548,0.0345
SSP109,B948,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8432,6.3987,2.2646,10.0452,0.0319
RAW262,B949,0,Jul-26,44,"USA: Union Co, St. Mary's Park",3.135,5.9728,2.4382,9.2778,0.0319
SSP110,B950,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.3052,8.1795,2.542,10.4095,0.0381
SSP111,B951,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.6054,5.5366,2.2129,9.2001,0.0256
RAW261,B952,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.7987,6.0165,2.2044,9.1691,0.0264
RAW263,B953,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8382,6.0582,2.093,8.7845,0.0265
SAT461,B954,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8749,6.1037,2.3679,9.4521,0.0305
SSP112,B955,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.9544,6.1321,2.5205,9.9665,0.0315
SSP113,B956,0,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8731,6.6615,2.3556,10.3947,0.0371
SSP114,B957,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.1374,6.6589,2.6384,10.3103,0.0391
RAW266,B958,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.8858,6.8851,2.3729,9.2348,0.0344
RAW269,B959,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.7624,5.3607,2.0629,9.1521,0.0299
SSP115,B960,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.181,6.1431,2.5076,9.9779,0.033
RAW265,B961,1,Jul-26,44,"USA: Union Co, St. Mary's Park",3.6158,7.536,2.9672,12.0454,0.0661
SSP116,B962,1,Jul-26,44,"USA: Union Co, St. Mary's Park",2.987,6.3151,2.3302,10.0523,0.0359
AAS315,B963,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.9824,6.5904,2.6659,9.7812,0.0388
RAW275,B964,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0294,6.1877,2.274,9.6298,0.0346
RAW295,B965,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0146,5.4614,2.2799,8.4702,0.0342
AAS319,B966,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.3986,4.9937,1.9414,8.2,0.0211
RAW294,B967,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.9773,5.8001,2.3967,9.2071,0.0305
RAW279,B968,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.4386,7.2254,2.522,10.5126,0.045
SAT426,B969,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.6662,4.7176,2.0709,8.5126,0.0257
SAT417,B970,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1684,6.6069,2.4775,10.0428,0.0362
RAW287,B971,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.3835,6.905,2.473,10.704,0.0547
SAT428,B972,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.7456,6.2324,2.3958,9.8265,0.0317
RAW289,B973,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1295,6.1939,2.4344,9.5299,0.032
SAT414,B974,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.6298,5.4158,2.2036,8.7001,0.0245
AAS317,B975,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.8977,6.0273,2.2026,8.9233,0.0341
RAW284,B976,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.7048,5.4098,2.0095,8.8922,0.0242
SAT427,B977,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0523,6.1509,2.4153,9.358,0.0338
RAW277,B978,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.707,5.4864,2.1264,8.3855,0.0269
SAT425,B979,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.5547,7.3039,2.7443,11.4145,0.0627
AAS309,B980,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.4792,7.3459,2.5188,10.2915,0.048
RAW291,B981,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.2537,7.2039,2.6684,9.9873,0.0405
RAW288,B982,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.7048,6.2206,2.0535,8.7321,0.0298
RAW273,B983,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0948,5.2302,2.3571,8.8884,0.0349
SAT410,B984,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.3229,7.7674,2.709,10.8931,0.0618
SAT418,B985,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0136,6.3368,2.4032,9.2863,0.0321
RAW292,B986,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0969,6.4087,2.2053,9.1608,0.038
RAW290,B987,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0198,6.97,2.3195,9.2779,0.031
AAS313,B988,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.707,6.0867,2.2077,8.5638,0.0285
RAW281,B989,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.5932,6.9598,2.4754,10.5162,0.0573
RAW287,B990,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1773,8.4315,2.6267,10.2765,0.0383
SAT423,B991,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1998,7.063,2.505,10.0173,0.0269
SAT415,B992,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.8808,6.0629,2.0761,9.4255,0.0291
AAS318,B993,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1373,8.435,2.6687,11.1101,0.0382
AAS316,B994,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.4777,7.4405,2.5007,10.7896,0.0482
SAT408,B995,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.3489,6.3168,2.4573,9.5496,0.0374
AAS314,B996,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.6741,6.4477,2.1243,8.7392,0.0265
RAW282,B997,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1525,6.5085,2.5877,9.33,0.044
SAT412,B998,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.56,8.2895,2.67,10.8397,0.0491
RAW280,B999,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1212,6.4581,2.5575,9.3772,0.0413
AAS323,B1000,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.8473,6.5997,2.2242,10.0231,0.0354
RAW286,B1001,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.2262,6.54,2.6271,9.4735,0.0494
RAW293,B1002,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.3443,5.6245,2.0611,7.8505,0.0241
AAS320,B1003,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.9905,6.7207,2.5617,10.4432,0.0429
RAW285,B1004,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.9097,6.511,2.2635,9.2602,0.0384
SAT409,B1005,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0714,7.0888,2.4251,10.21,0.0363
AAS311,B1006,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.5584,7.443,2.7897,10.3255,0.0427
RAW274,B1007,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.5463,4.729,1.9415,8.2478,0.0219
AAS321,B1008,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.4665,5.9495,2.0447,8.0018,0.0229
SAT421,B1009,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.5867,5.663,2.1262,8.2799,0.0309
SAT422,B1010,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.8704,6.4268,2.3049,9.417,0.0301
SAT424,B1011,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.6281,6.0325,2.148,8.9761,0.023
AAS322,B1012,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.799,7.4781,2.8473,10.5571,0.0644
RAW278,B1013,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.1838,6.8317,1.8298,8.3412,0.0195
SAT419,B1014,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1967,7.7316,2.5137,9.9374,0.0441
SAT413,B1016,0,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.3603,6.2169,2.6676,10.7167,0.043
AAS312,B1017,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.2757,6.4666,2.4981,9.9534,0.0399
SAT416,B1018,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.6676,5.5485,2.0611,8.7697,0.0304
AAS310,B1019,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.1128,7.1241,2.5069,10.0487,0.0418
SAT411,B1020,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",2.5867,5.973,2.2664,9.1132,0.0279
RAW276,B1021,1,Jul-27,45,"USA: Union Co, Bucknell Ropes Course",3.0312,5.1829,2.5215,9.2149,0.0342
SAT429,B1022,0,Jul-31,49,"USA: Union Co, St. Mary's Park",2.7958,6.8142,2.2788,8.8313,0.0221
RAW300,B1023,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.6623,7.2842,2.9256,11.9925,0.0482
SAT431,B1024,0,Jul-31,49,"USA: Union Co, St. Mary's Park",2.6663,5.8267,2.3744,8.5638,0.0219
SAT434,B1025,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.2349,6.1891,2.7457,11.2072,0.0432
RAW296,B1026,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.8335,8.4942,2.7081,11.4571,0.0511
RAW305,B1027,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.0505,6.274,2.3559,9.0473,0.0318
RAW297,B1028,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.3117,6.7095,2.4021,10.7946,0.0402
SAT435,B1029,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.4002,7.0267,2.5638,10.4635,0.0451
SAT436,B1030,0,Jul-31,49,"USA: Union Co, St. Mary's Park",3.2673,6.4047,2.3719,9.9364,0.0361
RAW304,B1031,1,Jul-31,49,"USA: Union Co, St. Mary's Park",2.8317,6.2389,2.1362,9.0321,0.0287
RAW301,B1032,1,Jul-31,49,"USA: Union Co, St. Mary's Park",2.875,6.6224,2.4429,9.3671,0.0352
RAW302,B1033,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.5351,7.1778,2.7446,10.6438,0.0472
RAW303,B1034,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.1391,7.0616,2.6136,10.5306,0.0449
SAT432,B1035,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.006,6.8412,2.4845,10.429,0.0379
SAT433,B1036,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.3246,5.93,2.528,10.0325,0.0405
RAW298,B1037,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.0691,7.0726,2.4398,10.0896,0.0329
SAT437,B1038,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.1727,6.8089,2.7021,10.3473,0.043
RAW299,B1039,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.234,6.4475,2.5269,10.226,0.044
,B1040,1,Jul-31,49,"USA: Union Co, St. Mary's Park",3.3567,6.6698,2.5704,11.0311,0.041
RAW316,B1040b,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8789,7.0204,2.3844,10.0407,0.0378
SAT451,B1041,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1128,7.0727,2.5877,10.5225,0.0386
RAW322,B1042,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.67,7.2771,2.2329,9.6631,0.0297
RAW314,B1043,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.5085,6.2457,2.021,8.183,0.0281
RAW320,B1044,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.0714,6.3494,2.2721,9.2934,0.0338
SAT450,B1045,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.6271,5.9015,2.1423,8.7703,0.0248
SAT441,B1046,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.5867,5.2172,1.9975,7.1053,0.0168
RAW324,B1047,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1291,6.332,2.564,11.2366,0.0365
RAW319,B1048,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.4079,6.7772,2.7455,10.8541,0.0452
RAW323,B1049,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8964,6.1552,2.4465,9.0321,0.0273
SAT442,B1050,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8003,5.8809,2.1264,8.529,0.0259
AAS325,B1051,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3868,7.0093,2.7242,10.6715,0.052
RAW321,B1052,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1131,6.7869,2.4811,10.2783,0.0334
AAS335,B1053,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1109,6.2237,2.4024,9.3906,0.0279
RAW306,B1054,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.2743,6.2927,2.4886,10.1423,0.0336
RAW307,B1055,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3619,6.9379,2.3286,10.2717,0.0379
RAW312,B1056,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3073,7.2614,2.4766,9.8138,0.0387
RAW310,B1057,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.508,7.4619,2.5901,11.1897,0.0528
SAT449,B1058,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.6436,5.8611,2.1437,8.0216,0.0249
SAT452,B1059,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.4219,6.0201,2.3502,10.0178,0.0385
AAS333,B1060,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.7209,5.8546,1.9446,7.9978,0.0234
RAW308,B1061,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1334,7.2155,2.618,10.1097,0.0418
SAT438,B1062,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8045,6.6557,2.2265,8.5916,0.0241
SAT448,B1063,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3392,7.5031,2.4739,9.7705,0.0345
AAS331,B1064,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8858,5.5678,2.0305,8.5436,0.0245
RAW309,B1065,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.0919,5.9799,2.5201,9.2088,0.0302
RAW317,B1066,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.6397,6.9818,2.1946,9.2963,0.0238
SAT440,B1067,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1331,7.7162,2.1756,9.7676,0.0375
SAT446,B1068,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8636,5.2487,2.0944,8.5241,0.0302
AAS334,B1069,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.2251,8.8057,2.7457,11.3692,0.0391
RAW313,B1070,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.5701,5.6635,2.1455,8.6934,0.0211
AAS332,B1071,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.4413,6.9702,2.6629,10.9026,0.0469
RAW315,B1072,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.2238,6.1421,2.3153,9.3323,0.0311
AAS327,B1073,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3553,6.4039,2.5269,10.5545,0.0338
SAT439,B1074,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.0743,6.2036,2.3523,9.5834,0.0311
SAT443,B1075,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.2246,5.0537,2.178,9.071,0.0252
SAT444,B1076,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3152,6.7152,2.5793,9.7389,0.0411
AAS328,B1077,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.8833,5.45,2.3103,9.0643,0.027
AAS334,B1078,0,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.5849,6.7632,2.7021,11.0311,0.0459
AAS326,B1079,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.4457,6.8744,2.7063,10.5211,0.0505
RAW311,B1080,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",2.9237,6.6263,2.3974,10.238,0.0373
SAT447,B1081,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1799,5.7937,2.4967,9.459,0.0324
AAS329,B1082,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.3567,6.0467,2.3719,10.3674,0.0284
AAS324,B1083,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.1439,6.7608,2.3527,8.9351,0.0299
AAS330,B1084,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.094,6.3778,2.4351,9.3244,0.0342
RAW318,B1085,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.4848,6.4493,2.5881,10.2877,0.0377
SAT445,B1086,1,01-Aug,50,"USA: Union Co, Bucknell Ropes Course",3.5284,6.4035,2.6446,10.751,0.0442
KM001,B1087,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0738,7.1284,2.5313,10.0566,0.0301
RAW326,B1088,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0973,6.7328,2.5091,10.0168,0.0363
RAW337,B1089,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.2743,6.3006,2.3236,9.9345,0.0358
RAW336,B1090,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.2705,6.1829,2.4494,10.3985,0.0357
AAS338,B1091,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",2.7649,5.7544,2.064,8.8733,0.0273
KM002,B1092,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0329,5.9549,2.1398,9.6882,0.0295
RAW333,B1093,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.1192,6.8258,2.4645,9.843,0.0359
AAS336,B1094,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.2877,6.4662,2.5658,10.1416,0.0471
RAW334,B1095,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.6624,6.5804,2.7217,11.3114,0.0499
RAW329,B1096,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0331,6.5093,2.379,9.4366,0.0287
SAT454,B1097,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0715,5.5299,2.4418,9.7686,0.035
SAT453,B1098,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0717,7.876,2.5993,9.876,0.0299
RAW338,B1099,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.2468,6.2323,2.364,9.884,0.0343
SAT456,B1100,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.7867,8.5475,2.746,11.3426,0.0586
SAT459,B1101,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0713,7.1759,2.2839,9.7271,0.0282
SSA341,B1102,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.5102,6.2237,2.6803,10.2577,0.0388
RAW325,B1103,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",2.678,5.6935,2.169,8.3935,0.0208
AAS339,B1104,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.9183,7.2768,2.7744,11.459,0.0543
KM003,B1105,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.2141,6.9519,2.7731,10.8486,0.0458
SAT457,B1106,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.0039,6.0813,2.3513,9.3596,0.0323
RAW330,B1107,0,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.1334,5.9777,2.3967,9.7163,0.0354
RAW335,B1108,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.628,7.9949,2.7621,11.8319,0.0507
RAW332,B1109,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",2.5613,5.263,2.0678,8.4997,0.0259
KM004,B1110,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",2.8208,5.3254,2.287,8.4476,0.0279
AAS340,B1111,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.1542,6.2342,2.4617,10.2384,0.043
RAW340,B1112,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.437,7.6037,2.6571,10.8941,0.0535
RAW328,B1114,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.131,6.1542,2.3236,9.5335,0.034
SAT458,B1115,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.3413,6.8282,2.5705,10.556,0.0462
SAT455,B1116,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.4279,7.2888,2.5413,11.4587,0.0394
AAS337,B1117,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.4653,7.3843,2.761,10.8719,0.0414
RAW327,B1118,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.2443,7.6888,2.877,11.2504,0.0433
RAW331,B1119,1,03-Aug,52,"USA: Montour Co, Bucknell Natural Area",3.3922,6.5368,2.6386,10.2995,0.0497
